orig_idx,review_idx,sentence_idx,sentence,analysis_category,sentiment,Score,ProductId,review_dt,year_month,embedding,cluster_id,cluster_conf,len,sent_len,high_theme,sub_theme
7712,3868,1,"(can you tell i eat this stuff at home, not at work?)",staples,positive,4,B000FFPXDO,2007-01-11 00:00:00+00:00,2007-01-01 00:00:00+00:00,"[ 9.7681060e-03 -7.6856486e-05 -2.7434126e-02 ...  4.3744430e-02
 -2.7131697e-03  3.7673258e-04]",33,1.0,53,53,Flavor & Quality,Sweetness
7713,3869,0,"this one is a bit salty, just not as good as some of the other.",staples,positive,4,B000FFPXDO,2011-05-25 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[-0.02797817  0.02082496 -0.0436068  ...  0.01372464 -0.00068466
 -0.04075081]",32,1.0,63,63,Health/Nutrition,
7714,3869,1,but it is a great product on the fly.,staples,positive,4,B000FFPXDO,2011-05-25 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[-0.00152268  0.02232758 -0.04981115 ...  0.02574983 -0.00690858
 -0.01442774]",20,1.0,37,37,Other,
7715,3870,0,"i have tried every supposed dark roast/bold decaf k-cup out there, none of which remotely compare to my favorite non-decaf which is green mt.",coffee,positive,5,B007CBBH2U,2012-06-30 00:00:00+00:00,2012-06-01 00:00:00+00:00,"[-0.05557362 -0.05026711 -0.03104308 ... -0.00577384 -0.00208944
  0.02491647]",17,1.0,141,141,Brewing/Use Convenience,
7716,3870,1,"finally, this is a decaf that is every bit as good the best ""regular"" coffee.",coffee,positive,5,B007CBBH2U,2012-06-30 00:00:00+00:00,2012-06-01 00:00:00+00:00,"[-0.02438119  0.00652696 -0.05696699 ...  0.03039383 -0.00187818
  0.00499318]",23,1.0,77,77,Flavor & Quality,Caffeine
7717,3870,2,"if you are looking for a rich, bold decaf, i highly recommend this!",coffee,positive,5,B007CBBH2U,2012-06-30 00:00:00+00:00,2012-06-01 00:00:00+00:00,"[-0.04954934 -0.02315439 -0.05004588 ...  0.01697378 -0.03959243
  0.01258987]",23,1.0,67,67,Flavor & Quality,Caffeine
7721,3873,0,"ingredients purified water, organic soybeans, naturally malted organic wheat and barley extract, organic cocoa powder, organic maple syrup, sea salt, carrageenan, calcium carbonate. it's good for you and taste great.",drink,positive,5,B000LKV3DC,2011-04-04 00:00:00+00:00,2011-04-01 00:00:00+00:00,"[ 0.0085942   0.02609957 -0.03389834 ...  0.00455726 -0.03215199
 -0.02657802]",32,1.0,216,216,Health/Nutrition,
7722,3873,1,i have used the plain kind on cereal and as a milk replacement but the best thing is just as a refreshing drink and it is very refreshing.,drink,positive,5,B000LKV3DC,2011-04-04 00:00:00+00:00,2011-04-01 00:00:00+00:00,"[-0.00724022  0.01667087 -0.0240591  ...  0.00759543  0.01253867
  0.01792592]",32,1.0,138,138,Health/Nutrition,
7723,3876,0,the product shipped a day after ordering - even with super saver. net wt is 36oz (3 12oz bags) i'm generally not a fan of flavored coffee . . .,coffee,positive,5,B000HQN5K4,2010-11-23 00:00:00+00:00,2010-11-01 00:00:00+00:00,"[-0.02859833 -0.02483467 -0.0304939  ... -0.0068886   0.02059025
 -0.00953278]",5,1.0,143,143,Flavor & Quality,Herbal
7724,3876,1,but this one does taste as good as it sounds.,coffee,positive,5,B000HQN5K4,2010-11-23 00:00:00+00:00,2010-11-01 00:00:00+00:00,"[-0.02754434 -0.00152534 -0.06613562 ...  0.01620542  0.00540789
 -0.01119901]",7,1.0,45,45,Flavor & Quality,Herbal
7725,3877,0,for some of us who cannot drink coffee or do not wish to ingest caffeine this healthy drink is the answer.,coffee,positive,5,B001HTIY1U,2008-11-30 00:00:00+00:00,2008-11-01 00:00:00+00:00,"[-0.02886708  0.01017945  0.00089187 ...  0.01798641 -0.03379903
  0.00898152]",28,1.0,106,106,Health/Nutrition,
7726,3877,1,"the powder version is very good, but i prefer the crystals.",coffee,positive,5,B001HTIY1U,2008-11-30 00:00:00+00:00,2008-11-01 00:00:00+00:00,"[-0.0138577  -0.00587146 -0.06184081 ... -0.00651181  0.02768913
 -0.01725973]",4,1.0,59,59,Flavor & Quality,Sweetness
7727,3877,2,this beverage can be prepared black or milk/cream/half andhalf added.,coffee,positive,5,B001HTIY1U,2008-11-30 00:00:00+00:00,2008-11-01 00:00:00+00:00,"[ 0.00263841 -0.01518219 -0.00704656 ...  0.00460587 -0.01405422
  0.00170005]",36,1.0,69,69,Other,
7728,3878,0,wonderful for a snack and the size keeps you from eating to many!,snack,positive,5,B003E6COLK,2011-08-22 00:00:00+00:00,2011-08-01 00:00:00+00:00,"[-0.00535749 -0.06047867 -0.04860786 ... -0.00967784  0.00599476
  0.01153343]",10,1.0,65,65,Health/Nutrition,
7729,3879,0,if there good enough for the king of sweden (as the box indicates)they are good enough for me.,other,positive,5,B000EGUYQA,2006-11-09 00:00:00+00:00,2006-11-01 00:00:00+00:00,"[-0.02103294 -0.01254737 -0.03665013 ...  0.023218   -0.00762092
 -0.00034728]",34,1.0,94,94,Flavor & Quality,Fruitiness
7730,3879,1,"they also have other flavors, all good and the price is right.",other,positive,5,B000EGUYQA,2006-11-09 00:00:00+00:00,2006-11-01 00:00:00+00:00,"[-0.02004137 -0.01848133 -0.05067584 ...  0.00418944  0.01100199
 -0.0171855 ]",11,1.0,62,62,Price & Value,
7731,3880,0,"i started buying this instead of peanut butter when i developed a peanut sensitivity while pregnant, and was surprised at how good it is.",condiments,positive,5,B001HTKR1U,2009-12-31 00:00:00+00:00,2009-12-01 00:00:00+00:00,"[-0.01526635 -0.03691896 -0.06497104 ...  0.00727692 -0.00123371
  0.00323437]",0,1.0,137,137,Flavor & Quality,Sweetness
7732,3880,1,"if i'd known, i would have tried it years ago, so i hope by passing along the word, i can help someone else out.",condiments,positive,5,B001HTKR1U,2009-12-31 00:00:00+00:00,2009-12-01 00:00:00+00:00,"[-0.0290074  -0.04453132 -0.05357544 ...  0.0004136  -0.00923025
  0.02163147]",34,1.0,112,112,Flavor & Quality,Fruitiness
7733,3885,0,almost half of what we pay in the stores.,other,positive,4,B000ODH4BG,2008-02-08 00:00:00+00:00,2008-02-01 00:00:00+00:00,"[-0.00810838 -0.00528185 -0.0039337  ... -0.01105866 -0.0209841
  0.03720086]",35,1.0,41,41,Price & Value,
7736,3887,0,a crunchy delicious peanut butter cookie with chunks of chocolate buried throughout.,chocolate,positive,5,B000DZFMG4,2009-11-13 00:00:00+00:00,2009-11-01 00:00:00+00:00,"[-0.01056228 -0.04854564 -0.02518606 ... -0.04405157  0.00592401
 -0.02430887]",6,1.0,84,84,Flavor & Quality,Fruitiness
7737,3887,1,"perfect for the gluten free diet, kid or kid within. enjoy",chocolate,positive,5,B000DZFMG4,2009-11-13 00:00:00+00:00,2009-11-01 00:00:00+00:00,"[ 0.01667659 -0.01383775 -0.02143769 ...  0.00515574 -0.00261447
 -0.00730715]",8,1.0,58,58,Other,
7738,3888,0,"mocha java is a must for those who enjoy a mild and smooth tasting coffee, it is comparable to italian roast.",coffee,positive,5,B001D0GV7M,2008-11-29 00:00:00+00:00,2008-11-01 00:00:00+00:00,"[-0.00984726 -0.01795351 -0.04497804 ... -0.0080009  -0.00217211
  0.0068199 ]",23,1.0,109,109,Flavor & Quality,Caffeine
7739,3888,1,i tried a few timothy coffee brands and must say that this is a must for those who like a mild smooth coffee.,coffee,positive,5,B001D0GV7M,2008-11-29 00:00:00+00:00,2008-11-01 00:00:00+00:00,"[-0.03531664 -0.04215769 -0.0190043  ...  0.03042664 -0.01711499
  0.01197802]",23,1.0,109,109,Flavor & Quality,Caffeine
7740,3889,0,for low price and great taste this product is worth to get.,coffee,positive,5,B001D0GV7M,2007-05-07 00:00:00+00:00,2007-05-01 00:00:00+00:00,"[-0.01223631 -0.02833114 -0.05298875 ...  0.02756472 -0.00146099
 -0.0042913 ]",11,1.0,59,59,Price & Value,
7741,3889,1,this is the only product i would purchase.,coffee,positive,5,B001D0GV7M,2007-05-07 00:00:00+00:00,2007-05-01 00:00:00+00:00,"[ 0.00625526 -0.03104017 -0.0482941  ...  0.01759225  0.0083239
 -0.00261135]",15,1.0,42,42,Other,
7742,3890,0,"not quite sure why this is called mocha java, since the mocha flavor is lacking.",coffee,positive,4,B001D0GV7M,2008-01-24 00:00:00+00:00,2008-01-01 00:00:00+00:00,"[-0.02725142 -0.0130143  -0.05105898 ... -0.03441365  0.000151
  0.01004459]",23,1.0,80,80,Flavor & Quality,Caffeine
7743,3890,1,"however, the coffee is quite smooth and it is perhaps one of my husband's favorites.",coffee,positive,4,B001D0GV7M,2008-01-24 00:00:00+00:00,2008-01-01 00:00:00+00:00,"[-0.05072335 -0.02618122 -0.03792069 ...  0.01046031 -0.02018967
 -0.00577006]",23,1.0,84,84,Flavor & Quality,Caffeine
7744,3890,2,i on the other hand prefer something with a little more chocolate flavor such as timothy's german chocolate cake.,coffee,positive,4,B001D0GV7M,2008-01-24 00:00:00+00:00,2008-01-01 00:00:00+00:00,"[ 0.02444454 -0.0503496  -0.02431642 ...  0.01768001 -0.00810974
  0.02222813]",6,1.0,113,113,Flavor & Quality,Fruitiness
7746,3894,0,this tea smells wonderful and tastes like you are having a treat.,tea,positive,5,B002DZKL5O,2011-05-15 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[ 0.00390673 -0.00757289 -0.04872893 ... -0.03908375 -0.00424847
 -0.03451268]",3,1.0,65,65,Flavor & Quality,Fruitiness
7747,3894,1,i am on weight watchers and it is just sweet enough by iteslf to take the edge off any of those nighttime cravings!,tea,positive,5,B002DZKL5O,2011-05-15 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[-0.00878722 -0.02254194 -0.04766798 ...  0.03923827 -0.00739481
  0.0205725 ]",1,1.0,115,115,Flavor & Quality,Sweetness
7748,3894,2,it is very relaxing to have a cup at bedtime- it tastes better than the original sleepytime.,tea,positive,5,B002DZKL5O,2011-05-15 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[ 0.00417701 -0.03789402 -0.04234605 ...  0.01118184  0.00025742
  0.00505383]",25,1.0,92,92,Flavor & Quality,Aroma
7752,3896,0,this is by far the best tea i've ever tasted.,tea,positive,5,B004NC9G9M,2012-01-04 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.01683925 -0.0004941  -0.03800735 ...  0.02021575 -0.00330346
 -0.01639554]",25,1.0,45,45,Flavor & Quality,Aroma
7753,3896,1,i love the blend it as and it is very light.,tea,positive,5,B004NC9G9M,2012-01-04 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[ 0.01906733 -0.03715154 -0.06297135 ... -0.00867344  0.00169944
  0.05140677]",0,1.0,44,44,Flavor & Quality,Sweetness
7754,3896,2,anyone i had taste it really likes it.,tea,positive,5,B004NC9G9M,2012-01-04 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.00722446 -0.03814832 -0.03105716 ...  0.01604842  0.01236955
  0.00091722]",24,1.0,38,38,Flavor & Quality,Bitterness
7755,3899,0,"personally, of all of the teas i have tried, i think yogi is just the best...if you want an intense ginger flavor, this is the tea for you.",tea,positive,5,B0009F3QLG,2010-12-21 00:00:00+00:00,2010-12-01 00:00:00+00:00,"[ 0.00121281  0.02092191 -0.0422652  ...  0.03548086  0.01953133
 -0.00740589]",25,1.0,139,139,Flavor & Quality,Aroma
7756,3899,1,"this is just one of many products i have purchased from amazon...i am always beyond pleased with the product, service and price...thank you!!!",tea,positive,5,B0009F3QLG,2010-12-21 00:00:00+00:00,2010-12-01 00:00:00+00:00,"[ 0.02719017 -0.04919692 -0.04224024 ...  0.00675776  0.00583134
  0.02117696]",38,1.0,142,142,Availability/Stock,
7757,3900,0,"i think we went through the 12-pack in a couple of days, now i'm anxiously awaiting more.",tea,positive,5,B003QTZ2RS,2012-09-03 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[ 0.01193986  0.00842162 -0.02842296 ...  0.01962736  0.00864324
  0.01451621]",22,1.0,89,89,Flavor & Quality,Sweetness
7758,3901,0,"as a tea lover i think it could be a little stronger, as it doesn't have a very strong flavor (though i do use my cups twice to fill a small pitcher).",tea,positive,4,B003QTZ2RS,2012-06-21 00:00:00+00:00,2012-06-01 00:00:00+00:00,"[-0.0098571  -0.01461979 -0.01835174 ... -0.02968978  0.00316624
  0.03222514]",25,1.0,150,150,Flavor & Quality,Aroma
7759,3901,1,"it is sweetened with sugar (18g per k-cup, i think) and stevia.",tea,positive,4,B003QTZ2RS,2012-06-21 00:00:00+00:00,2012-06-01 00:00:00+00:00,"[-0.02274704 -0.02181272 -0.01821919 ... -0.01206827 -0.01035535
  0.01162507]",1,1.0,63,63,Flavor & Quality,Sweetness
7760,3901,2,i'm not a big fan of artificial sweeteners but i'd much rather it be stevia than another toxic chemical sweetener.,tea,positive,4,B003QTZ2RS,2012-06-21 00:00:00+00:00,2012-06-01 00:00:00+00:00,"[-0.01588245 -0.02283241 -0.04958532 ...  0.02255397  0.00617589
  0.03907127]",1,1.0,114,114,Flavor & Quality,Sweetness
7761,3902,0,it has a slight sweetness from the licorice and the flavor is bold enough to compare with coffee. highly recommended.,coffee,positive,5,B0009F3QL6,2010-08-06 00:00:00+00:00,2010-08-01 00:00:00+00:00,"[-0.03373003 -0.02083465 -0.06579614 ...  0.0201572  -0.02220144
  0.01507036]",1,1.0,117,117,Flavor & Quality,Sweetness
7762,3904,0,"granted, this is a large amount of punch but works great when mixed in a very large container. nice price.",snack,positive,5,B003VN9536,2012-09-08 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[-0.0406318  -0.04105068 -0.03046687 ... -0.00797975  0.01185443
  0.02270354]",10,1.0,106,106,Health/Nutrition,
7763,3905,0,i got this for a friend that likes japanese candies.,drink,positive,4,B0002PCET8,2012-09-15 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[ 0.01294902 -0.00902908 -0.07243398 ... -0.03989154 -0.02896856
  0.0168375 ]",21,1.0,52,52,Brewing/Use Convenience,
7764,3905,1,"i myself have tried it, and it was a nice treat.",drink,positive,4,B0002PCET8,2012-09-15 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[-0.01346047 -0.04436572 -0.07333266 ... -0.01809088 -0.00068228
 -0.04148518]",2,1.0,48,48,Flavor & Quality,Herbal
7765,3905,2,"first off, this fascinating ramune soda candy is in a small plastic bottle that is reminiscent of a ramune soda drink bottle(minus the marble and glass bottle), and it is about half the size of one as well.",drink,positive,4,B0002PCET8,2012-09-15 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[ 0.00778266  0.01075838 -0.03353101 ...  0.0169511  -0.00483168
  0.01271951]",12,1.0,206,206,Health/Nutrition,
7766,3906,0,you have got to get your hands on it!,drink,positive,5,B0002PCET8,2012-03-13 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[ 0.0187402   0.03294474 -0.02781155 ...  0.01531808 -0.00225935
  0.00861642]",34,1.0,37,37,Flavor & Quality,Fruitiness
7767,3906,1,it tastes like real candy (sweatarts) and once you take one sip you have to drink the entire bottle!,drink,positive,5,B0002PCET8,2012-03-13 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[-0.00080975  0.01285853 -0.09277641 ...  0.01764848  0.01404078
  0.02485169]",1,1.0,100,100,Flavor & Quality,Sweetness
7770,3908,0,this has got to be the best black licorice in the world as i consider myself quite the connoisseur of this fine product!,candy,positive,5,B003FCZOPQ,2012-05-10 00:00:00+00:00,2012-05-01 00:00:00+00:00,"[ 0.03281523 -0.02126093 -0.03994558 ...  0.02196356  0.00506801
  0.01787792]",7,1.0,120,120,Flavor & Quality,Herbal
7771,3909,0,"i was introduced to them in belgium and while they are not the hottest name, they are the best chocolate.",chocolate,positive,5,B00020XNUW,2009-03-12 00:00:00+00:00,2009-03-01 00:00:00+00:00,"[-0.02462721 -0.0505506  -0.05469326 ... -0.00800575  0.00223653
 -0.00268129]",6,1.0,105,105,Flavor & Quality,Fruitiness
7772,3909,1,"amazon's delivery was extra quick, which is good since they are perishable (not that i have ever had one go bad, they don't last that long around my house.)",chocolate,positive,5,B00020XNUW,2009-03-12 00:00:00+00:00,2009-03-01 00:00:00+00:00,"[ 0.00793959  0.0066434  -0.0353968  ... -0.01319583 -0.00577927
 -0.02406567]",38,1.0,156,156,Availability/Stock,
7773,3910,0,they are the same fruitcakes you purchase at stores except each one comes in an indvidual cardboard box.,snack,positive,4,B006EQ0J50,2012-01-09 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.02814302 -0.03319976 -0.01164904 ...  0.01580563 -0.02102122
  0.00947146]",21,1.0,104,104,Brewing/Use Convenience,
7774,3910,1,these are the freshest i've had including when i purchased them at local stores. they sell these locally for $3.99 each plus tax.,snack,positive,4,B006EQ0J50,2012-01-09 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.00638759 -0.02653408  0.02633468 ...  0.02067159  0.01360603
  0.03788684]",35,1.0,129,129,Price & Value,
7775,3910,2,"however, the price on amazon is cheaper than i bought them on the claxton website and i prefer to buy from amazon.",snack,positive,4,B006EQ0J50,2012-01-09 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.01685177 -0.02105187 -0.01274801 ...  0.00807909 -0.00481984
  0.01044245]",38,1.0,114,114,Availability/Stock,
7776,3911,0,and much better than the other think thin bars.,snack,positive,4,B003MOXA6C,2010-07-29 00:00:00+00:00,2010-07-01 00:00:00+00:00,"[-0.01989756 -0.03868721 -0.10204799 ...  0.00022095 -0.03006344
 -0.01258382]",28,1.0,47,47,Health/Nutrition,
7777,3911,1,"i'm not sure that ""mixed nuts"" is apt but it's tasty for being so low in sodium (90mg) & sugars (3g) and gluten-free.",snack,positive,4,B003MOXA6C,2010-07-29 00:00:00+00:00,2010-07-01 00:00:00+00:00,"[-2.2699276e-02  9.2232740e-03  1.5990055e-03 ...  2.5787245e-02
 -4.2087114e-03 -7.1951017e-06]",8,1.0,117,117,Other,
7778,3911,2,"i'd buy them again but would wait until they're on sale. nutrition: 190 cal, 11g fat, 10g protein, 5g fiber major ingredients: peanuts, soy crisps, almonds, chickory extract, cashews, maltitol, brown rice syrup, honey, soy lecithin, flavoring, salt.",snack,positive,4,B003MOXA6C,2010-07-29 00:00:00+00:00,2010-07-01 00:00:00+00:00,"[-0.03078072 -0.01905172 -0.02146317 ...  0.00142983  0.01982187
  0.00255664]",28,1.0,249,249,Health/Nutrition,
7779,3912,0,"all of their jerkies i have tried so far are very tasty, not too dry and not all soggy. great flavor",protein snacks,positive,5,B001IA99FS,2012-01-01 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[ 0.00413393 -0.02620219 -0.05318497 ... -0.00238897 -0.00430632
 -0.01640564]",7,1.0,100,100,Flavor & Quality,Herbal
7780,3913,0,"this gum has an interesting, vibrant peppermint flavor.",candy,positive,5,B004ZWRA6G,2011-06-22 00:00:00+00:00,2011-06-01 00:00:00+00:00,"[-0.00499706  0.01159907 -0.05432507 ... -0.01668885 -0.00748121
  0.02782753]",20,1.0,55,55,Other,
7781,3913,1,"i liked it as it wasn't overpowering, but it was still nicely minty.",candy,positive,5,B004ZWRA6G,2011-06-22 00:00:00+00:00,2011-06-01 00:00:00+00:00,"[ 0.01808255 -0.03694746 -0.06677798 ... -0.03207665  0.02975481
  0.05007087]",18,1.0,68,68,Flavor & Quality,Bitterness
7782,3913,2,"it also had a nice ""mouth feel"" not being too hard to too soft. i didn't notice anything out of the ginseng part.",candy,positive,5,B004ZWRA6G,2011-06-22 00:00:00+00:00,2011-06-01 00:00:00+00:00,"[-0.0025361   0.00324076 -0.04025855 ...  0.00826311  0.03135062
  0.01737712]",18,1.0,113,113,Flavor & Quality,Bitterness
7783,3916,0,"very sugary, a sugar cookie is more descriptive...very good for a sugar cookie though, guess i was expecting a buttery shortbread...a bit disappointed. all pepperidge farm cookies have great eye appeal, but they are run by big business. they hop theirs up with too much grainy sugar...just tried the milk chocolate chips kind too...not at all like homemade, because of the grainy, overly sugary taste.",snack,positive,4,B0005YXP9Y,2012-01-06 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[ 0.00428195 -0.03560844 -0.10894395 ...  0.01435824  0.0076322
 -0.00862133]",1,1.0,401,401,Flavor & Quality,Sweetness
7787,3918,0,"the best cheese curl we've found, but we stopped looking once we found these!",dairy,positive,5,B000LL3PO6,2010-02-20 00:00:00+00:00,2010-02-01 00:00:00+00:00,"[-1.5707763e-05 -2.1007294e-02 -3.4750510e-02 ... -1.2106800e-02
  1.6670134e-02 -1.4581378e-02]",22,1.0,77,77,Flavor & Quality,Sweetness
7788,3918,1,"did not think we could consume a case - but, we've back for more.",dairy,positive,5,B000LL3PO6,2010-02-20 00:00:00+00:00,2010-02-01 00:00:00+00:00,"[ 0.02907194  0.01973541 -0.03109187 ... -0.00518821  0.04366028
  0.00858094]",22,1.0,65,65,Flavor & Quality,Sweetness
7789,3919,0,it has a strong vanilla flavor and mixes well with half and half.,tea,positive,5,B000E63LQU,2008-01-06 00:00:00+00:00,2008-01-01 00:00:00+00:00,"[-0.01876182 -0.03532518 -0.00984308 ... -0.00815052 -0.03552504
  0.01443986]",36,1.0,65,65,Other,
7790,3919,1,it's almost like a desert by itself. delicious.,tea,positive,5,B000E63LQU,2008-01-06 00:00:00+00:00,2008-01-01 00:00:00+00:00,"[-0.02237368 -0.04862656 -0.01850814 ... -0.01439674 -0.02148584
 -0.00797011]",32,1.0,47,47,Health/Nutrition,
7792,3922,0,"my experience with "" omaha"" it is very good, the product is excellent, good packing, fresh and delicious, i have sent to relatives in other states and were enchanted.",staples,positive,5,B006O9WAHW,2009-01-20 00:00:00+00:00,2009-01-01 00:00:00+00:00,"[-0.01048141  0.00588505 -0.01056732 ...  0.01498854  0.0095628
 -0.04322093]",2,1.0,166,166,Flavor & Quality,Herbal
7793,3923,0,i could not use any of the not-to-be-named pre-splenda sweeteners.,coffee,positive,5,B001GVIRYS,2009-08-12 00:00:00+00:00,2009-08-01 00:00:00+00:00,"[ 0.00290941 -0.03284534 -0.03060052 ... -0.00137625  0.02571211
 -0.00618804]",1,1.0,66,66,Flavor & Quality,Sweetness
7794,3923,1,i simply could not tolerate their taste and the aftertaste.,coffee,positive,5,B001GVIRYS,2009-08-12 00:00:00+00:00,2009-08-01 00:00:00+00:00,"[-0.0268575  -0.04392346 -0.08920615 ...  0.02892152 -0.00241642
  0.00152206]",33,1.0,59,59,Flavor & Quality,Sweetness
7795,3923,2,i've been a splenda user ever since it became available - 10 years? - because... well...,coffee,positive,5,B001GVIRYS,2009-08-12 00:00:00+00:00,2009-08-01 00:00:00+00:00,"[ 0.01047071 -0.02837949 -0.01958269 ...  0.00147693  0.02385502
 -0.03129308]",1,1.0,88,88,Flavor & Quality,Sweetness
7796,3924,0,"this is your best bet since i read reviews on here of receiving them stale off amazon. the best flavors are the original mild, bbq beef and the teriyaki beef.",protein snacks,positive,5,B000LKZK36,2010-01-21 00:00:00+00:00,2010-01-01 00:00:00+00:00,"[ 0.02264247 -0.00217074 -0.0462924  ... -0.00994858 -0.00636583
 -0.01776893]",7,1.0,158,158,Flavor & Quality,Herbal
7797,3925,0,i typically only like to drink timothy's and emeril's coffees.,coffee,positive,4,B001D0GVAO,2010-02-21 00:00:00+00:00,2010-02-01 00:00:00+00:00,"[-0.01860642 -0.03918386 -0.01612293 ... -0.00374165  0.00766069
  0.00325218]",23,1.0,62,62,Flavor & Quality,Caffeine
7798,3925,1,"it's not as bold as timothy's midnight magic or rainforest espresso (my 2 favorite caffeinated coffees), but for an afternoon or evening coffee that won't keep you up all night, its great.",coffee,positive,4,B001D0GVAO,2010-02-21 00:00:00+00:00,2010-02-01 00:00:00+00:00,"[-0.02829694 -0.01638799 -0.01242931 ...  0.01329877  0.00335927
  0.03238076]",23,1.0,188,188,Flavor & Quality,Caffeine
7799,3925,2,only downside is that i think it has more caffeine than other weak decaf coffees.,coffee,positive,4,B001D0GVAO,2010-02-21 00:00:00+00:00,2010-02-01 00:00:00+00:00,"[-0.06551725 -0.01102815  0.02520184 ...  0.01632919 -0.01031383
  0.01790822]",23,1.0,81,81,Flavor & Quality,Caffeine
7800,3926,0,the flavor really reminds me of cafe du monde's coffee in new orleans' french marketplace!,coffee,positive,5,B001D0GVAO,2009-11-09 00:00:00+00:00,2009-11-01 00:00:00+00:00,"[-0.03170968 -0.06797589 -0.05593365 ... -0.00363824 -0.00573053
 -0.00760195]",23,1.0,90,90,Flavor & Quality,Caffeine
7801,3926,1,it also tastes very nice and bold on the 12 oz.,coffee,positive,5,B001D0GVAO,2009-11-09 00:00:00+00:00,2009-11-01 00:00:00+00:00,"[-0.00571001 -0.0420277  -0.01096981 ...  0.01197802  0.01285941
  0.00987283]",18,1.0,47,47,Flavor & Quality,Bitterness
7802,3927,0,this is my favorite and was sad not to see it in stores any longer.,tea,positive,5,B000E8PZNA,2012-02-05 00:00:00+00:00,2012-02-01 00:00:00+00:00,"[ 0.034106   -0.0200552  -0.05252486 ...  0.00964894  0.02323319
  0.01395614]",37,1.0,67,67,Availability/Stock,
7803,3927,1,i was very happy to find it on amazon.,tea,positive,5,B000E8PZNA,2012-02-05 00:00:00+00:00,2012-02-01 00:00:00+00:00,"[ 0.02325844 -0.02716187 -0.0474148  ...  0.00767591 -0.0277106
  0.00642257]",38,1.0,38,38,Availability/Stock,
7804,3927,2,i also am happy with the automatic delivery.,tea,positive,5,B000E8PZNA,2012-02-05 00:00:00+00:00,2012-02-01 00:00:00+00:00,"[ 0.02271211 -0.02141388 -0.00917139 ...  0.01173296 -0.01979457
  0.01133511]",15,1.0,44,44,Other,
7805,3928,0,"i come from the land of good tea and coffee and i buy my tea from the states, i think that says enough. highly recommended tea.",coffee,positive,5,B000E8PZNK,2007-09-15 00:00:00+00:00,2007-09-01 00:00:00+00:00,"[-0.03155733 -0.01409291 -0.01749139 ... -0.00246626 -0.00159472
 -0.03053239]",25,1.0,127,127,Flavor & Quality,Aroma
7809,3930,0,some of the flavors we have tried: diet cola i do not like diet cola.,drink,positive,4,B002T0KDNI,2011-05-19 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[ 0.00414362 -0.00364277 -0.04392482 ... -0.00088036  0.01819209
  0.00660117]",24,1.0,69,69,Flavor & Quality,Bitterness
7810,3930,1,"i don't like diet coke, diet pepsi or diet other drinks.",drink,positive,4,B002T0KDNI,2011-05-19 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[-0.00925213 -0.03380273 -0.03288679 ...  0.02856876  0.020696
  0.01642159]",12,1.0,56,56,Health/Nutrition,
7811,3930,2,we bought this flavor so we could make diet drinks for someone who might like a diet cola when we were making our own soda.,drink,positive,4,B002T0KDNI,2011-05-19 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[ 0.03336266 -0.00059934 -0.10342692 ...  0.01101849  0.00171121
 -0.00226881]",24,1.0,123,123,Flavor & Quality,Bitterness
7815,3932,0,this is nice for making the broccoli tops in my chinese take out cupcakes.,other,positive,5,B0018AMWXE,2012-08-11 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[ 0.00861585 -0.03824095  0.00462956 ...  0.00648755 -0.02605969
 -0.00817787]",29,1.0,74,74,Flavor & Quality,Herbal
7816,3932,1,the greens are different shades of dark green.,other,positive,5,B0018AMWXE,2012-08-11 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[-0.03285148 -0.02579862  0.04406712 ... -0.00837196 -0.01614734
 -0.00262659]",34,1.0,46,46,Flavor & Quality,Fruitiness
7817,3933,0,"since joy, our bischon frise, started eating this food, her fur is no longer oily.",baby & pet,positive,5,B002SZDJNK,2011-11-10 00:00:00+00:00,2011-11-01 00:00:00+00:00,"[ 0.00621915  0.00632137 -0.02241004 ...  0.00889675  0.02667045
 -0.00931224]",27,1.0,82,82,Health/Nutrition,
